1.03563, 0.983139, -1
1.01266, 1.01089, -1
1.00767, 1.07879, -1
1.06403, 1.03498, -1
0.995957, 1.00615, -1
0.98932, 1.08388, -1
1.01316, 0.978262, -1
1.01063, 1.026, -1
0.927272, 1.06092, -1
0.939909, 1.05725, -1
0.977593, 1.08107, -1
1.00532, 1.00472, -1
0.964118, 1.00486, -1
0.941909, 1.01389, -1
0.998938, 1.009, -1
1.02026, 1.0074, -1
1.03189, 0.980553, -1
1.05824, 1.01731, -1
1.05088, 0.957628, -1
1.07706, 0.941015, -1
0.993001, 1.00082, -1
1.00082, 0.988564, -1
1.04671, 0.954798, -1
0.984733, 0.94809, -1
0.921827, 1.04134, -1
1.0009, 0.901979, -1
1.04331, 0.921126, -1
1.03511, 0.917234, -1
0.914509, 1.02816, -1
1.00309, 0.951602, -1
1.0307, 1.00674, -1
1.02419, 1.05375, -1
1.01679, 1.00146, -1
0.986932, 1.00617, -1
1.01696, 1.00214, -1
1.0539, 0.990205, -1
0.99838, 1.00137, -1
1.03022, 0.958104, -1
1.02889, 1.03222, -1
0.927877, 1.05529, -1
0.969998, 0.976552, -1
0.998251, 1.00015, -1
1.00034, 1.00607, -1
1.05317, 0.937033, -1
1.00689, 1.00252, -1
0.952606, 0.944026, -1
0.976823, 1.02278, -1
0.978198, 1.01567, -1
1.01434, 1.00089, -1
1.0211, 0.989854, -1
1.00324, 1.01162, -1
0.947309, 1.06748, -1
0.991533, 1.01412, -1
1.00664, 1.03763, -1
1.02106, 0.981819, -1
1.02593, 0.940029, -1
1.03422, 1.04316, -1
1.01431, 1.00399, -1
0.928678, 0.949447, -1
0.995768, 0.901081, -1
1.05879, 1.06434, -1
1.00071, 1.04251, -1
1.05473, 1.00385, -1
0.986751, 0.976359, -1
0.991374, 0.986263, -1
0.947058, 0.935596, -1
1.07924, 1.01769, -1
0.972137, 0.926005, -1
1.02096, 1.01147, -1
0.957337, 0.966254, -1
0.979481, 0.970295, -1
0.94658, 0.98931, -1
0.999627, 1.00077, -1
1.00647, 0.995096, -1
1.0208, 1.03323, -1
0.995905, 0.999192, -1
1.02337, 0.925371, -1
1.00711, 0.987855, -1
1.07944, 0.955587, -1
1.00143, 1.01167, -1
0.99765, 0.941293, -1
0.970034, 1.02667, -1
0.999844, 1.00441, -1
1.04369, 0.93956, -1
1.04246, 0.97701, -1
0.975653, 0.977008, -1
0.982087, 0.969005, -1
1.08238, 1.02171, -1
0.950867, 1.07145, -1
0.999867, 1.00222, -1
1.00884, 0.986132, -1
0.996878, 0.988016, -1
1.07469, 0.973244, -1
0.908054, 1.02895, -1
1.03363, 0.923454, -1
1.06384, 0.947357, -1
1.01441, 0.975693, -1
1.08551, 1.02568, -1
1.00009, 1.01191, -1
0.938395, 1.00039, -1
0.947901, 1.03615, -1
1.05363, 0.976488, -1
0.989605, 1.04318, -1
1.03212, 0.987722, -1
